"Region","Subregion","Stock","Name","EnglishName","ScientificName","SpecCode","Group","Source","MinOfYear","MaxOfYear","StartYear","EndYear","Flim","Fpa","Blim","Bpa","Bmsy","FMSY","MSYBtrigger","B40","M","Fofl","SSB","Resilience","r.low","r.hi","stb.low","stb.hi","int.yr","intb.low","intb.hi","endb.low","endb.hi","q.start","q.end","btype","force.cmsy","Comment"
"Canada East Coast","N and SW Grand Banks","NAFO-SC-REDFISHSPP3LN-1959-2008-BAUM","Sebastes species","Sebastes species","Sebastes spp",NA,"Miscellaneous demersal fishes","RAMLDB",1959,2007,1959,2007,NA,NA,NA,NA,141900,0.172,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Canada East Coast","Grand Banks","NAFO-SC-YELL3LNO-1960-2009-BAUM","Yellowtail flounder","Yellowtail flounder","Limanda ferruginea",NA,"Flounders, halibuts, soles","RAMLDB",1960,2007,1960,2007,NA,NA,NA,NA,73580,0.26,NA,NA,NA,NA,NA,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"South America","North-Central Peruvian coast","IMARPE-PANCHPERUNC-1959-2008-HIVELY","Peruvian anchoveta","Peruvian anchoveta","Engraulis ringens",NA,"Herrings, sardines, anchovies","RAMLDB",1959,2008,1959,2008,NA,NA,NA,NA,6e+06,NA,NA,NA,NA,NA,NA,"High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Russia Japan","Northern Sea of Okhotsk","VNIRO-WPOLLNSO-1963-2012-CHING","Walleye pollock","Walleye pollock","Theragra chalcogramma",NA,"Cods, hakes, haddocks","RAMLDB",1965,2008,1965,2008,NA,NA,NA,NA,5100000,0.295,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Russia Japan","Western Bering Sea","VNIRO-WPOLLWBS-1970-2008-CHING","Walleye pollock","Walleye pollock","Theragra chalcogramma",NA,"Cods, hakes, haddocks","RAMLDB",1970,2008,1970,2008,NA,NA,NA,NA,NA,0.126,NA,NA,NA,NA,362000,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"South Africa","South Africa","MARAM-CHAKESA-1917-2013-Rademeyer","Shallow-water cape hake","Shallow-water cape hake","Merluccius capensis",NA,"Cods, hakes, haddocks","RAMLDB",1917,2013,1917,2013,NA,NA,NA,NA,NA,0.32,NA,NA,0.47,NA,108600,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"South Africa","South Africa South coast","MARAM-CTRACSA-1949-2013-Furman","Cape horse mackerel","Cape horse mackerel","Trachurus capensis",NA,"Miscellaneous pelagic fishes","RAMLDB",1949,2012,1949,2012,NA,NA,NA,NA,307654.14,0.19,NA,NA,0.3,NA,234635.47,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"South Africa","South Africa","MARAM-DEEPCHAKESA-1917-2013-Rademeyer","Deep-water cape hake","Deep-water cape hake","Merluccius paradoxus",NA,"Cods, hakes, haddocks","RAMLDB",1917,2013,1942,2013,NA,NA,NA,NA,NA,0.35,NA,NA,0.47,NA,164300,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Indian Ocean","Southern Oceans","CCSBT-SC-SBT-1950-2011-CHING","Southern bluefin tuna","Southern bluefin tuna","Thunnus maccoyii",NA,"Tunas, bonitos, billfishes","RAMLDB",1950,2010,1952,2010,NA,NA,NA,NA,515838.5217,0.094,NA,NA,NA,NA,208448,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Pacific Ocean","Eastern Pacific","IATTC-BIGEYEEPAC-1975-2011-BRANCH","Bigeye tuna","Bigeye tuna","Thunnus obesus",NA,"Tunas, bonitos, billfishes","RAMLDB",1975,2010,1975,2010,NA,NA,NA,NA,311247,0.93,NA,NA,0.45,NA,70509,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Atlantic Ocean","Northeast Pacific","IATTC-STMARLINNEPAC-1954-2009-BRANCH","Striped marlin","Striped marlin","Kajikia audax",NA,"Tunas, bonitos, billfishes","RAMLDB",1954,2009,1954,2009,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,1370,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Pacific Ocean","Northeast Pacific","IATTC-YFINEPAC-1975-2011-BRANCH","Yellowfin tuna","Yellowfin tuna","Thunnus albacares",NA,"Tunas, bonitos, billfishes","RAMLDB",1975,2010,1975,2010,NA,NA,NA,NA,354958,1.13,NA,NA,1.25,NA,3305,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Atlantic Ocean","Northern Atlantic","ICCAT-ALBANATL-1950-2010-CHING","Albacore tuna","Albacore tuna","Thunnus alalunga",NA,"Tunas, bonitos, billfishes","RAMLDB",1950,2010,1950,2010,NA,NA,NA,NA,86555.84499,0.175,NA,NA,NA,NA,53660,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Atlantic Ocean","Western Atlantic","ICCAT-ATBTUNAWATL-1950-2010-CHING","Atlantic bluefin tuna","Atlantic bluefin tuna","Thunnus thynnus",NA,"Tunas, bonitos, billfishes","RAMLDB",1950,2010,1950,2010,NA,NA,NA,NA,65073.65425,0.15,NA,NA,NA,NA,34157.87,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Atlantic Ocean","Atlantic Ocean","ICCAT-WMARLINATL-1956-2011-CHING","White Marlin","White Marlin","Tetrapturus albidus",NA,"Tunas, bonitos, billfishes","RAMLDB",1956,2010,1956,2010,NA,NA,NA,NA,19124.83023,0.0941,NA,NA,NA,NA,2191.21,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Indian Ocean","Indian Ocean","IOTC-BIGEYEIO-1950-2010-CHING","Bigeye tuna","Bigeye tuna","Thunnus obesus",NA,"Tunas, bonitos, billfishes","RAMLDB",1950,2010,1950,2010,NA,NA,NA,NA,378088.9438,NA,NA,NA,NA,NA,317500,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Indian Ocean","Indian Ocean","IOTC-SKJCIO-1950-2010-CHING","Skipjack tuna","Skipjack tuna","Katsuwonus pelamis",NA,"Tunas, bonitos, billfishes","RAMLDB",1950,2010,1950,2010,NA,NA,NA,NA,423830.4177,0.4637,NA,NA,NA,NA,387624.2,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Indian Ocean","Indian Ocean","IOTC-SWORDIO-1950-2010-CHING","Swordfish","Swordfish","Xiphias gladius",NA,"Tunas, bonitos, billfishes","RAMLDB",1950,2010,1950,2010,NA,NA,NA,NA,172160.8113,0.14,NA,NA,NA,NA,54374.73,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Indian Ocean","Indian Ocean","IOTC-YFINEIO-1972-2009-BRANCH","Yellowfin tuna","Yellowfin tuna","Thunnus albacares",NA,"Tunas, bonitos, billfishes","RAMLDB",1972,2009,1972,2009,NA,NA,NA,NA,1269000,NA,NA,NA,NA,NA,868100,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","North Pacific Ocean","ISC-ALBANPAC-1952-2010-CHING","Albacore tuna","Albacore tuna","Thunnus alalunga",NA,"Tunas, bonitos, billfishes","RAMLDB",1952,2009,1952,2009,NA,NA,NA,NA,806325.3318,0.1219,NA,NA,NA,NA,342854,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Pacific Ocean","Pacific Ocean","ISC-BMARLINPAC-1952-2010-CHING","Blue marlin","Blue marlin","Makaira nigricans",NA,"Tunas, bonitos, billfishes","RAMLDB",1952,2010,1952,2010,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,50000,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Pacific Ocean","Pacific Ocean","ISC-PACBTUNA-1952-2008-CHING","Pacific bluefin tuna","Pacific bluefin tuna","Thunnus orientalis",NA,"Tunas, bonitos, billfishes","RAMLDB",1952,2007,1952,2007,NA,NA,NA,NA,203931.0772,0.1171,NA,NA,NA,NA,105960,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Pacific Ocean","Western and Central North Pacific","ISC-STMARLINWCNPAC-1951-2010-CHING","Striped marlin","Striped marlin","Kajikia audax",NA,"Tunas, bonitos, billfishes","RAMLDB",1951,2009,1951,2009,NA,NA,NA,NA,16717.68849,0.612,NA,NA,NA,NA,2712.86,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Pacific Ocean","North Pacific Ocean","ISC-SWORDNPAC-1952-2010-CHING","Swordfish","Swordfish","Xiphias gladius",NA,"Tunas, bonitos, billfishes","RAMLDB",1952,2010,1952,2010,NA,NA,NA,NA,NA,0.239,NA,NA,NA,NA,22863.8,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Pacific Ocean","South Pacific Ocean","SPC-ALBASPAC-1965-2007-BRANCH","Albacore tuna","Albacore tuna","Thunnus alalunga",NA,"Tunas, bonitos, billfishes","RAMLDB",1965,2007,1965,2007,NA,NA,NA,NA,692000,NA,NA,NA,0.4,NA,120000,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Pacific Ocean","Central Western Pacific Ocean","SPC-BIGEYECWPAC-1952-2010-CHING","Bigeye tuna","Bigeye tuna","Thunnus obesus",NA,"Tunas, bonitos, billfishes","RAMLDB",1952,2010,1952,2010,NA,NA,NA,NA,480091.9686,0.0385,NA,NA,NA,NA,214800,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Pacific Ocean","Western Pacific Ocean","SPC-BIGEYEWPO-1952-2006-JENSEN","Bigeye tuna","Bigeye tuna","Thunnus obesus",NA,"Tunas, bonitos, billfishes","RAMLDB",1952,2006,1952,2006,NA,NA,NA,NA,249600,NA,NA,NA,NA,NA,102200,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Pacific Ocean","Central Western Pacific Ocean","SPC-SKJCWPAC-1950-2011-CHING","Skipjack tuna","Skipjack tuna","Katsuwonus pelamis",NA,"Tunas, bonitos, billfishes","RAMLDB",1950,2011,1950,2011,NA,NA,NA,NA,1692835.294,0.89,NA,NA,NA,NA,1564000,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Pacific Ocean","Central Western Pacific Ocean","SPC-YFINCWPAC-1952-2010-CHING","Yellowfin tuna","Yellowfin tuna","Thunnus albacares",NA,"Tunas, bonitos, billfishes","RAMLDB",1952,2010,1952,2010,NA,NA,NA,NA,1141622.389,0.0949,NA,NA,NA,NA,576000,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2010-STACHURA","Alaska plaice","Alaska plaice","Pleuronectes quadrituberculatus",NA,"Flounders, halibuts, soles","RAMLDB",1975,2010,1975,2010,NA,NA,NA,NA,NA,0.19,NA,NA,0.25,NA,178200,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2010-STACHURA","Arrowtooth flounder","Arrowtooth flounder","Atheresthes stomias",NA,"Flounders, halibuts, soles","RAMLDB",1970,2009,1970,2009,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,244650,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STACHURA","Arrowtooth flounder","Arrowtooth flounder","Atheresthes stomias",NA,"Flounders, halibuts, soles","RAMLDB",1964,2010,1964,2010,NA,NA,NA,NA,NA,0.219,NA,NA,0.2,NA,418969,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2011-STACHURA","Atka mackerel","Atka mackerel","Pleurogrammus monopterygius",NA,"Miscellaneous coastal fishes","RAMLDB",1977,2009,1977,2009,NA,NA,NA,NA,NA,0.468,NA,NA,0.3,NA,91400,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Gulf of Alaska","AFSC-DSOLEGA-1978-2009-STACHURA","Dover sole","Dover sole","Microstomus pacificus",NA,"Flounders, halibuts, soles","RAMLDB",1978,2009,1978,2009,NA,NA,NA,NA,NA,0.149,NA,NA,0.085,NA,12468,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Gulf of Alaska","AFSC-DUSROCKGA-1973-2010-STACHURA","Dusky rockfish","Dusky rockfish","Sebastes variabilis",NA,"Miscellaneous demersal fishes","RAMLDB",1977,2010,1977,2010,NA,NA,NA,NA,NA,0.087,NA,NA,0.07,NA,16764,"Very low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Bering Sea and Aleutian Islands","AFSC-FLSOLEBSAI-1974-2010-STACHURA","Flathead sole","Flathead sole","Hippoglossoides elassodon",NA,"Flounders, halibuts, soles","RAMLDB",1977,2010,1977,2010,NA,NA,NA,NA,NA,0.342,NA,NA,0.2,NA,117609,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Gulf of Alaska","AFSC-FLSOLEGA-1978-2010-STACHURA","Flathead sole","Flathead sole","Hippoglossoides elassodon",NA,"Flounders, halibuts, soles","RAMLDB",1978,2010,1978,2010,NA,NA,NA,NA,NA,0.481,NA,NA,0.2,NA,43661,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Bering Sea and Aleutian Islands","AFSC-GHALBSAI-1960-2009-STANTON","Greenland halibut","Greenland halibut","Reinhardtius hippoglossoides",NA,"Flounders, halibuts, soles","RAMLDB",1977,2008,1977,2008,NA,NA,NA,NA,NA,0.566,NA,NA,0.112,NA,38265,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Bering Sea and Aleutian Islands","AFSC-NROCKBSAI-1974-2011-STACHURA","Northern rockfish","Northern rockfish","Sebastes polyspinis",NA,"Miscellaneous demersal fishes","RAMLDB",1977,2009,1977,2009,NA,NA,NA,NA,NA,0.071,NA,NA,0.0427,NA,44285,"Very low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Gulf of Alaska","AFSC-NROCKGA-1959-2010-STACHURA","Northern rockfish","Northern rockfish","Sebastes polyspinis",NA,"Miscellaneous demersal fishes","RAMLDB",1961,2010,1961,2010,NA,NA,NA,NA,NA,0.071,NA,NA,0.06,NA,21480,"Very low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Eastern Bering Sea and Aleutian Islands","AFSC-NRSOLEEBSAI-1975-2012-HIVELY","Northern rock sole","Northern rock sole","Lepidopsetta polyxystra",NA,"Flounders, halibuts, soles","RAMLDB",1977,2012,1977,2012,NA,NA,NA,NA,NA,0.26,NA,NA,0.18,NA,259510,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Bering Sea and Aleutian Islands","AFSC-PCODBSAI-1964-2013-CHING","Pacific cod","Pacific cod","Gadus macrocephalus",NA,"Cods, hakes, haddocks","RAMLDB",1964,2012,1964,2012,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,292000,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Gulf of Alaska","AFSC-PCODGA-1977-2014-HIVELY","Pacific cod","Pacific cod","Gadus macrocephalus",NA,"Cods, hakes, haddocks","RAMLDB",1980,2013,1980,2013,NA,NA,NA,NA,NA,0.69,NA,NA,0.38,NA,79700,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Eastern Bering Sea and Aleutian Islands","AFSC-PERCHEBSAI-1960-2011-STACHURA","Pacific ocean perch","Pacific ocean perch","Sebastes alutus",NA,"Miscellaneous demersal fishes","RAMLDB",1977,2009,1977,2009,NA,NA,NA,NA,NA,0.074,NA,NA,0.062,NA,137849,"Very low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Gulf of Alaska","AFSC-POPERCHGA-1959-2010-STACHURA","Pacific ocean perch","Pacific ocean perch","Sebastes alutus",NA,"Miscellaneous demersal fishes","RAMLDB",1961,2010,1961,2010,NA,NA,NA,NA,NA,0.142,NA,NA,0.06,NA,79664,"Very low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Bering Sea and Aleutian Islands","AFSC-REYEROCKBSAI-1974-2011-STACHURA","Rougheye rockfish","Rougheye rockfish","Sebastes aleutianus",NA,"Miscellaneous demersal fishes","RAMLDB",1977,2009,1977,2009,NA,NA,NA,NA,NA,0.045,NA,NA,0.034,NA,6034,"Very low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Gulf of Alaska","AFSC-REYEROCKGA-1974-2010-STACHURA","Rougheye rockfish","Rougheye rockfish","Sebastes aleutianus",NA,"Miscellaneous demersal fishes","RAMLDB",1977,2010,1977,2010,NA,NA,NA,NA,NA,0.048,NA,NA,0.034,NA,8912,"Very low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Bristol Bay","AFSC-RKCRABBB-1960-2008-JENSEN","Red king crab","Red king crab","Paralithodes camtschaticus",NA,"King crabs, squat-lobsters","RAMLDB",1960,2007,1960,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34070,"High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Eastern Bering Sea / Aleutian Islands / Gulf of Alaska","AFSC-SABLEFEBSAIGA-1958-2010-STACHURA","Sablefish","Sablefish","Anoplopoma fimbria",NA,"Miscellaneous demersal fishes","RAMLDB",1960,2010,1960,2010,NA,NA,NA,NA,NA,0.106,NA,NA,0.1,NA,96345,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Bering Sea","AFSC-SNOWCRABBS-1978-2013-HIVELY","Snow crab","Snow crab","Chionoecetes opilio",NA,"Crabs, sea-spiders","RAMLDB",1978,2012,1978,2012,NA,NA,NA,NA,NA,1.58,NA,NA,0.18,NA,154170,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Bering Sea and Aleutian Islands","AFSC-TANNERCRABBSAI-1949-2013-HIVELY","Tanner crab","Tanner crab","Chionoecetes bairdi",NA,"Crabs, sea-spiders","RAMLDB",1966,2013,1966,2013,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,33540,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Aleutian Islands","AFSC-WPOLLAI-1976-2013-CHING","Walleye pollock","Walleye pollock","Theragra chalcogramma",NA,"Cods, hakes, haddocks","RAMLDB",1977,2012,1977,2012,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,87330,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Eastern Bering Sea","AFSC-WPOLLEBS-1964-2013-CHING","Walleye pollock","Walleye pollock","Theragra chalcogramma",NA,"Cods, hakes, haddocks","RAMLDB",1964,2012,1964,2012,NA,NA,NA,NA,NA,0.543,NA,NA,NA,NA,2114000,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Gulf of Alaska","AFSC-WPOLLGA-1970-2014-HIVELY","Walleye pollock","Walleye pollock","Theragra chalcogramma",NA,"Cods, hakes, haddocks","RAMLDB",1977,2013,1977,2013,NA,NA,NA,NA,NA,0.285,NA,NA,0.3,NA,273000,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Alaska","Bering Sea and Aleutian Islands","AFSC-YSOLEBSAI-1949-2010-STACHURA","Yellowfin sole","Yellowfin sole","Limanda aspera",NA,"Flounders, halibuts, soles","RAMLDB",1964,2009,1964,2009,NA,NA,NA,NA,NA,0.13,NA,NA,0.12,NA,374000,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Mid-Atlantic Coast","ASMFC-ATLCROAKMATLC-1973-2002-STANTON","Atlantic croaker","Atlantic croaker","Micropogonias undulatus",NA,"Miscellaneous coastal fishes","RAMLDB",1973,2002,1973,2002,NA,NA,NA,NA,NA,0.39,NA,NA,0.3,NA,28932,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Gulf of Maine","ASMFC-LOBSTERGOM-1981-2007-STANTON","American lobster","American lobster","Homarus americanus",NA,"Lobsters, spiny-rock lobsters","RAMLDB",1981,2007,1981,2007,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,15000,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
