"Region","Subregion","Stock","Name","EnglishName","ScientificName","SpecCode","Group","Source","MinOfYear","MaxOfYear","StartYear","EndYear","Flim","Fpa","Blim","Bpa","Bmsy","FMSY","MSYBtrigger","B40","M","Fofl","SSB","Resilience","r.low","r.hi","stb.low","stb.hi","int.yr","intb.low","intb.hi","endb.low","endb.hi","q.start","q.end","btype","force.cmsy","Comment"
"US East Coast","Gulf of Maine / Georges Bank","NEFSC-ACADREDGOMGB-1913-2007-MILLER","Acadian redfish","Acadian redfish","Sebastes fasciatus",NA,"Miscellaneous demersal fishes","RAMLDB",1913,2007,1913,2007,NA,NA,NA,NA,NA,0.0377,NA,NA,0.05,NA,271000,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Gulf of Maine / Georges Bank","NEFSC-AMPL5YZ-1960-2008-OBRIEN","American plaice","American plaice","Hippoglossoides platessoides",NA,"Flounders, halibuts, soles","RAMLDB",1960,2007,1960,2007,NA,NA,NA,NA,NA,0.19,NA,NA,0.2,NA,22243,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Atlantic Coast","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","Bluefish","Bluefish","Pomatomus saltatrix",NA,"Miscellaneous pelagic fishes","RAMLDB",1981,2007,1981,2007,NA,NA,NA,NA,147052,0.19,NA,NA,0.2,NA,NA,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Mid-Atlantic Coast","NEFSC-BSBASSMATLC-1968-2007-SHEPHERD","Black sea bass","Black sea bass","Centropristis striata",NA,"Miscellaneous coastal fishes","RAMLDB",1968,2007,1968,2007,NA,NA,NA,NA,12892.3,0.419,NA,NA,0.4,NA,12537,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Gulf of Maine / Cape Hatteras","NEFSC-BUTTERGOMCHATT-1965-2012-HIVELY","Atlantic butterfish","Atlantic butterfish","Peprilus triacanthus",NA,"Miscellaneous pelagic fishes","RAMLDB",1965,2012,1965,2012,NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA,45616,"High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Georges Bank","NEFSC-CODGB-1976-2011-CHING","Atlantic cod","Atlantic cod","Gadus morhua",NA,"Cods, hakes, haddocks","RAMLDB",1977,2011,1977,2011,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,186535,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Gulf of Maine","NEFSC-CODGOM-1981-2011-CHING","Atlantic cod","Atlantic cod","Gadus morhua",NA,"Cods, hakes, haddocks","RAMLDB",1982,2011,1982,2011,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,54743,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Gulf of Maine","NEFSC-HAD5Y-1964-2011-CHING","Haddock","Haddock","Melanogrammus aeglefinus",NA,"Cods, hakes, haddocks","RAMLDB",1964,2010,1964,2010,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,4904,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Georges Bank","NEFSC-HADGB-1931-2010-CHING","Haddock","Haddock","Melanogrammus aeglefinus",NA,"Cods, hakes, haddocks","RAMLDB",1960,2010,1960,2010,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,124900,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Gulf of Maine / Georges Bank","NEFSC-POLL5YZ-1960-2009-CHING","Pollock","Pollock","Pollachius virens",NA,"Cods, hakes, haddocks","RAMLDB",1960,2009,1960,2009,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,91000,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Georges Bank and Mid-Atlantic Bight","NEFSC-SCALL5ZMAB-1964-2013-HIVELY","Sea scallop","Sea scallop","Placopecten magellanicus",NA,"Scallops, pectens","RAMLDB",1964,2013,1964,2013,NA,NA,NA,NA,96480,0.48,NA,NA,0.12,NA,NA,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Northwestern Atlantic Coast","NEFSC-SCUPNWATLC-1960-2007-TERCEIRO","Scup","Scup","Stenotomus chrysops",NA,"Miscellaneous coastal fishes","RAMLDB",1960,2007,1960,2007,NA,NA,NA,NA,NA,0.177,NA,NA,0.2,NA,92044,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Mid-Atlantic Coast","NEFSC-SFLOUNMATLC-1940-2012-HIVELY","Summer flounder","Summer flounder","Paralichthys dentatus",NA,"Flounders, halibuts, soles","RAMLDB",1940,2012,1940,2012,NA,NA,NA,NA,NA,0.309,NA,NA,0.25,NA,62394,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Mid-Atlantic Coast","NEFSC-SURFMATLC-1965-2008-JACOBSON","Atlantic surfclam","Atlantic surfclam","Spisula solidissima",NA,"Clams, cockles, arkshells","RAMLDB",1965,2008,1965,2008,NA,NA,NA,NA,543000,0.15,NA,NA,0.15,NA,NA,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Mid-Atlantic Coast","NEFSC-TILEMATLC-1915-2012-HIVELY","Tilefish","Tilefish","Lopholatilus chamaeleonticeps",NA,"Miscellaneous demersal fishes","RAMLDB",1915,2012,1915,2012,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,5153,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Atlantic Coast","NEFSC-WEAKFISHATLC-1981-2008-STANTON","Weakfish","Weakfish","Cynoscion regalis",NA,"Miscellaneous coastal fishes","RAMLDB",1981,2008,1981,2008,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,10179,"High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Gulf of Maine / Georges Bank","NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE","White hake","White hake","Urophycis tenuis",NA,"Cods, hakes, haddocks","RAMLDB",1963,2007,1963,2007,NA,NA,NA,NA,NA,0.13,NA,NA,0.2,NA,56300,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Georges Bank","NEFSC-WINFLOUN5Z-1964-2011-HIVELY","Winter flounder","Winter flounder","Pseudopleuronectes americanus",NA,"Flounders, halibuts, soles","RAMLDB",1964,2010,1964,2010,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,11800,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Southern New England /Mid Atlantic","NEFSC-WINFLOUNSNEMATL-1980-2010-HIVELY","Winter flounder","Winter flounder","Pseudopleuronectes americanus",NA,"Flounders, halibuts, soles","RAMLDB",1981,2010,1981,2010,NA,NA,NA,NA,NA,0.29,NA,NA,0.3,NA,43661,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Gulf of Maine","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY","Witch flounder","Witch flounder","Glyptocephalus cynoglossus",NA,"Flounders, halibuts, soles","RAMLDB",1982,2007,1982,2007,NA,NA,NA,NA,NA,0.2,NA,NA,0.15,NA,11447,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Cape Cod / Gulf of Maine","NEFSC-YELLCCODGOM-1935-2008-LEGAULT","Yellowtail flounder","Yellowtail flounder","Limanda ferruginea",NA,"Flounders, halibuts, soles","RAMLDB",1935,2007,1935,2007,NA,NA,NA,NA,NA,0.239,NA,NA,NA,NA,7790,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Georges Bank","NEFSC-YELLGB-1935-2008-BAUM","Yellowtail flounder","Yellowtail flounder","Limanda ferruginea",NA,"Flounders, halibuts, soles","RAMLDB",1935,2007,1935,2007,NA,NA,NA,NA,NA,0.254,NA,NA,NA,NA,43200,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US East Coast","Southern New England /Mid Atlantic","NEFSC-YELLSNEMATL-1935-2008-BAUM","Yellowtail flounder","Yellowtail flounder","Limanda ferruginea",NA,"Flounders, halibuts, soles","RAMLDB",1935,2007,1935,2007,NA,NA,NA,NA,NA,0.254,NA,NA,NA,NA,27400,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"Pacific Ocean","North Pacific","NMFS-STMARLINNPAC-1952-2004-BRANCH","Striped marlin","Striped marlin","Kajikia audax",NA,"Tunas, bonitos, billfishes","RAMLDB",1952,2004,1952,2004,NA,NA,NA,NA,17500,0.283145994,NA,NA,NA,NA,11235,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Pacific Coast","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH","Arrowtooth flounder","Arrowtooth flounder","Atheresthes stomias",NA,"Flounders, halibuts, soles","RAMLDB",1916,2007,1928,2007,NA,NA,NA,NA,NA,0.21,NA,NA,0.166,NA,16593,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Pacific Coast","NWFSC-BGROCKPCOAST-1950-2011-STACHURA","Blackgill rockfish","Blackgill rockfish","Sebastes melanostomus",NA,"Miscellaneous demersal fishes","RAMLDB",1950,2010,1950,2010,NA,NA,NA,NA,5063,0.022,NA,NA,0.07,NA,475100,"Very low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Northern Pacific Coast","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","Black rockfish","Black rockfish","Sebastes melanops",NA,"Miscellaneous demersal fishes","RAMLDB",1915,2006,1939,2006,NA,NA,NA,NA,NA,0.141,NA,NA,0.16,NA,698.62,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Oregon Coast","NWFSC-CABEZORECOAST-1973-2009-STACHURA","Cabezon","Cabezon","Scorpaenichthys marmoratus",NA,"Miscellaneous coastal fishes","RAMLDB",1973,2008,1973,2008,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,109,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Southern Pacific Coast","NWFSC-CHILISPCOAST-1892-2007-BRANCH","Chilipepper rockfish","Chilipepper rockfish","Sebastes goodei",NA,"Miscellaneous demersal fishes","RAMLDB",1892,2006,1892,2006,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,12126,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Pacific Coast","NWFSC-CROCKPCOAST-1916-2011-STACHURA","Canary rockfish","Canary rockfish","Sebastes pinniger",NA,"Miscellaneous demersal fishes","RAMLDB",1916,2010,1916,2010,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,10464,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Pacific Coast","NWFSC-ESOLEPCOAST-1876-2007-BRANCH","English sole","English sole","Parophrys vetulus",NA,"Flounders, halibuts, soles","RAMLDB",1876,2006,1876,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6526,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Oregon Coast","NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON","Kelp greenling","Kelp greenling","Hexagrammos decagrammus",NA,"Miscellaneous coastal fishes","RAMLDB",1980,2004,1980,2004,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,123,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Northern Pacific Coast","NWFSC-LINGCODNPCOAST-1928-2009-STACHURA","Lingcod","Lingcod","Ophiodon elongatus",NA,"Miscellaneous coastal fishes","RAMLDB",1928,2008,1928,2008,NA,NA,NA,NA,12385.71429,NA,NA,NA,0.18,NA,13232.61208,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Southern Pacific Coast","NWFSC-LINGCODSPCOAST-1928-2009-STACHURA","Lingcod","Lingcod","Ophiodon elongatus",NA,"Miscellaneous coastal fishes","RAMLDB",1928,2008,1928,2008,NA,NA,NA,NA,18925,NA,NA,NA,0.18,NA,10125.47375,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Pacific Coast","NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH","Longnose skate","Longnose skate","Raja rhina",NA,"Sharks, rays, chimaeras","RAMLDB",1915,2007,1916,2007,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,2626,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Pacific Coast","NWFSC-LSTHORNHPCOAST-1964-2012-HIVELY","Longspine thornyhead","Longspine thornyhead","Sebastolobus altivelis",NA,"Miscellaneous demersal fishes","RAMLDB",1964,2012,1964,2012,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,13108,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Pacific Coast","NWFSC-PHAKEPCOAST-1966-2012-CHING","Pacific hake","Pacific hake","Merluccius productus",NA,"Cods, hakes, haddocks","RAMLDB",1966,2011,1966,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Pacific Coast","NWFSC-SABLEFPCOAST-1900-2011-STACHURA","Sablefish","Sablefish","Anoplopoma fimbria",NA,"Miscellaneous demersal fishes","RAMLDB",1900,2010,1900,2010,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,54163,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Pacific Coast","NWFSC-SSTHORNHPCOAST-1901-2005-STANTON","Shortspine thornyhead","Shortspine thornyhead","Sebastolobus alascanus",NA,"Miscellaneous demersal fishes","RAMLDB",1962,2004,1962,2004,NA,NA,NA,NA,86000,NA,NA,NA,0.05,NA,NA,"Very low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Pacific Coast","NWFSC-WROCKPCOAST-1916-2011-STACHURA","Widow rockfish","Widow rockfish","Sebastes entomelas",NA,"Miscellaneous demersal fishes","RAMLDB",1916,2010,1916,2010,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,28451,"Very low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Northern California","PFMC-CABEZNCAL-1930-2009-CHING","Cabezon","Cabezon","Scorpaenichthys marmoratus",NA,"Miscellaneous coastal fishes","RAMLDB",1973,2008,1973,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Southern California","PFMC-CABEZSCAL-1930-2009-CHING","Cabezon","Cabezon","Scorpaenichthys marmoratus",NA,"Miscellaneous coastal fishes","RAMLDB",1950,2008,1950,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Pacific Coast","PFMC-PSOLEPCOAST-1930-2011-CHING","Petrale sole","Petrale sole","Eopsetta jordani",NA,"Flounders, halibuts, soles","RAMLDB",1930,2011,1930,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5805,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Southeast/Gulf","Gulf of Mexico and South Atlantic","SEFSC-BLACKGROUPERGMSATL-1986-2008-THORSON","Black grouper","Black grouper","Mycteroperca bonaci",NA,"Miscellaneous coastal fishes","RAMLDB",1986,2008,1986,2008,NA,NA,NA,NA,NA,0.216,NA,NA,0.136,NA,2685.27,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Southeast/Gulf","South Atlantic","SEFSC-BSBASSSATL-1950-2010-HIVELY","Black sea bass","Black sea bass","Centropristis striata",NA,"Miscellaneous coastal fishes","RAMLDB",1950,2010,1950,2010,NA,NA,NA,NA,5399,0.7,NA,NA,0.38,NA,2.48e+12,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Southeast/Gulf","Gulf of Mexico","SEFSC-GAGGM-1963-2012-HIVELY","Gag","Gag","Mycteroperca microlepis",NA,"Miscellaneous coastal fishes","RAMLDB",1963,2012,1963,2012,NA,NA,NA,NA,NA,0.1,NA,NA,0.13,NA,21286,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Southeast/Gulf","Atlantic Coast","SEFSC-LISQUIDATLC-1963-2009-HIVELY","Longfin inshore squid","Longfin inshore squid","Loligo pealeii",NA,"Miscellaneous coastal fishes","RAMLDB",1963,2009,1963,2009,NA,NA,NA,NA,42405,NA,NA,NA,NA,NA,NA,"High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Southeast/Gulf","South Atlantic","SEFSC-RGROUPSATL-1976-2009-HIVELY","Red grouper","Red grouper","Epinephelus morio",NA,"Miscellaneous coastal fishes","RAMLDB",1976,2008,1976,2008,NA,NA,NA,NA,3680,0.22,NA,NA,0.14,NA,2592,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Southeast/Gulf","Southern Atlantic coast","SEFSC-RPORGYSATLC-1972-2012-HIVELY","Common seabream","Common seabream","Pagrus pagrus",NA,"Miscellaneous coastal fishes","RAMLDB",1972,2011,1972,2011,NA,NA,NA,NA,4254,0.17,NA,NA,0.23,NA,3933,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Southeast/Gulf","Southern Atlantic coast","SEFSC-SNOWGROUPSATLC-1974-2013-HIVELY","Snowy grouper","Snowy grouper","Epinephelus niveatus",NA,"Miscellaneous coastal fishes","RAMLDB",1974,2012,1974,2012,NA,NA,NA,NA,2091.7,0.14,NA,NA,0.15,NA,872.3,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Southeast/Gulf","Gulf of Mexico","SEFSC-SPANMACKGM-1886-2011-HIVELY","Spanish mackerel","Spanish mackerel","Scomberomorus maculatus",NA,"Tunas, bonitos, billfishes","RAMLDB",1948,2010,1948,2010,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,10339,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Southeast/Gulf","Southern Atlantic coast","SEFSC-SPANMACKSATLC-1950-2012-HIVELY","Spanish mackerel","Spanish mackerel","Scomberomorus maculatus",NA,"Tunas, bonitos, billfishes","RAMLDB",1950,2011,1950,2011,NA,NA,NA,NA,9548,0.69,NA,NA,0.35,NA,3266,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Southeast/Gulf","Southern Atlantic coast","SEFSC-VSNAPSATLC-1946-2008-STANTON","Vermilion snapper","Vermilion snapper","Rhomboplites aurorubens",NA,"Miscellaneous coastal fishes","RAMLDB",1958,2007,1958,2007,NA,NA,NA,NA,3300,0.386,NA,NA,0.22,NA,9.16e+12,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US Southeast/Gulf","Gulf of Mexico","SEFSC-YEGROUPGM-1975-2009-HIVELY","Yellowedge grouper","Yellowedge grouper","Epinephelus flavolimbatus",NA,"Miscellaneous coastal fishes","RAMLDB",1975,2009,1975,2009,NA,NA,NA,NA,NA,0.1,NA,NA,0.07,NA,2401,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Pacific Coast","SWFSC-CMACKPCOAST-1929-2008-PINSKY","Chub mackerel","Chub mackerel","Scomber japonicus",NA,"Miscellaneous pelagic fishes","RAMLDB",1929,2008,1929,2008,NA,NA,NA,NA,NA,0.138,NA,NA,0.5,NA,122357,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Pacific Coast","SWFSC-DSOLEPCOAST-1910-2011-STACHURA","Dover sole","Dover sole","Microstomus pacificus",NA,"Flounders, halibuts, soles","RAMLDB",1910,2010,1911,2010,NA,NA,NA,NA,NA,NA,NA,NA,0.101,NA,114398,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Southern Pacific Coast","SWFSC-GOPHERSPCOAST-1965-2005-STANTON","Gopher rockfish","Gopher rockfish","Sebastes carnatus",NA,"Miscellaneous demersal fishes","RAMLDB",1965,2004,1965,2004,NA,NA,NA,NA,1010,NA,NA,NA,0.2,NA,NA,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Northern Pacific Coast","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON","Starry flounder","Starry flounder","Platichthys stellatus",NA,"Flounders, halibuts, soles","RAMLDB",1970,2004,1970,2004,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,1930,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
"US West Coast","Southern Pacific Coast","SWFSC-STFLOUNSPCOAST-1970-2005-STANTON","Starry flounder","Starry flounder","Platichthys stellatus",NA,"Flounders, halibuts, soles","RAMLDB",1970,2004,1970,2004,NA,NA,NA,NA,2329.411765,NA,NA,NA,0.3,NA,NA,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",FALSE,NA
